"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EappInt","HpolINF","PropOnGrid_10","NoNemInf_10","NoNemUninf_10","NemPrev_10","NoNemTotal_10","NoEimInf_10","NoEimUninf_10","EimPrev_10","NoEimTotal_10","PropOnGrid_14.1","NoNemInf_14.1","NoNemUninf_14.1","NemPrev_14.1","NoNemTotal_14.1","NoEimInf_14.1","NoEimUninf_14.1","EimPrev_14.1","NoEimTotal_14.1","PropOnGrid_20","NoNemInf_20","NoNemUninf_20","NemPrev_20","NoNemTotal_20","NoEimInf_20","NoEimUninf_20","EimPrev_20","NoEimTotal_20","PropOnGrid_22.4","NoNemInf_22.4","NoNemUninf_22.4","NemPrev_22.4","NoNemTotal_22.4","NoEimInf_22.4","NoEimUninf_22.4","EimPrev_22.4","NoEimTotal_22.4","PropOnGrid_28.3","NoNemInf_28.3","NoNemUninf_28.3","NemPrev_28.3","NoNemTotal_28.3","NoEimInf_28.3","NoEimUninf_28.3","EimPrev_28.3","NoEimTotal_28.3","PropOnGrid_30","NoNemInf_30","NoNemUninf_30","NemPrev_30","NoNemTotal_30","NoEimInf_30","NoEimUninf_30","EimPrev_30","NoEimTotal_30","PropOnGrid_31.6","NoNemInf_31.6","NoNemUninf_31.6","NemPrev_31.6","NoNemTotal_31.6","NoEimInf_31.6","NoEimUninf_31.6","EimPrev_31.6","NoEimTotal_31.6","PropOnGrid_36.1","NoNemInf_36.1","NoNemUninf_36.1","NemPrev_36.1","NoNemTotal_36.1","NoEimInf_36.1","NoEimUninf_36.1","EimPrev_36.1","NoEimTotal_36.1","PropOnGrid_40","NoNemInf_40","NoNemUninf_40","NemPrev_40","NoNemTotal_40","NoEimInf_40","NoEimUninf_40","EimPrev_40","NoEimTotal_40","PropOnGrid_50","NoNemInf_50","NoNemUninf_50","NemPrev_50","NoNemTotal_50","NoEimInf_50","NoEimUninf_50","EimPrev_50","NoEimTotal_50"
"356",79792086,"79792086-2012-10-25",100,10,"2012-10-25","HA1",2012,"F","NotAdult",40,0,0,2,12,0.142857142857143,14,4,10,0.285714285714286,14,0,2,14,0.125,16,4,12,0.25,16,0,3,16,0.157894736842105,19,4,15,0.210526315789474,19,0,6,23,0.206896551724138,29,5,24,0.172413793103448,29,0,6,24,0.2,30,5,25,0.166666666666667,30,0,7,31,0.184210526315789,38,6,32,0.157894736842105,38,0,7,40,0.148936170212766,47,7,40,0.148936170212766,47,0,8,43,0.156862745098039,51,7,44,0.137254901960784,51,0,9,45,0.166666666666667,54,8,46,0.148148148148148,54,0,13,60,0.178082191780822,73,13,60,0.178082191780822,73
"372",79782524,"79782524-2012-11-07",80,70,"2012-11-07","HA1",2012,"F","Adult",5719.14893617021,0,0,1,9,0.1,10,2,8,0.2,10,0,1,22,0.0434782608695652,23,7,16,0.304347826086957,23,0,2,32,0.0588235294117647,34,10,24,0.294117647058824,34,0,4,53,0.0701754385964912,57,17,40,0.298245614035088,57,0,6,63,0.0869565217391304,69,18,51,0.260869565217391,69,0,6,69,0.08,75,18,57,0.24,75,0,8,80,0.0909090909090909,88,22,66,0.25,88,0,9,92,0.0891089108910891,101,26,75,0.257425742574257,101,0,9,94,0.087378640776699,103,26,77,0.252427184466019,103,0,12,124,0.0882352941176471,136,33,103,0.242647058823529,136
"379",67265276,"67265276-2012-11-08",10,30,"2012-11-08","HA1",2012,"F","Adult",10,1,0,3,12,0.2,15,2,13,0.133333333333333,15,0,3,27,0.1,30,5,25,0.166666666666667,30,0,3,32,0.0857142857142857,35,5,30,0.142857142857143,35,0,6,44,0.12,50,5,45,0.1,50,0,7,47,0.12962962962963,54,5,49,0.0925925925925926,54,0,8,54,0.129032258064516,62,5,57,0.0806451612903226,62,0,12,68,0.15,80,6,74,0.075,80,0,13,81,0.138297872340426,94,8,86,0.0851063829787234,94,0,15,86,0.148514851485149,101,8,93,0.0792079207920792,101,0,17,106,0.138211382113821,123,12,111,0.0975609756097561,123
"394",79776883,"79776883-2012-11-07",90,80,"2012-11-07","HA1",2012,"M","Adult",7.14285714285714,0,0,2,10,0.166666666666667,12,1,11,0.0833333333333333,12,0,4,25,0.137931034482759,29,4,25,0.137931034482759,29,0,4,34,0.105263157894737,38,6,32,0.157894736842105,38,0,4,49,0.0754716981132075,53,9,44,0.169811320754717,53,0,4,55,0.0677966101694915,59,12,47,0.203389830508475,59,0,5,57,0.0806451612903226,62,14,48,0.225806451612903,62,0,6,64,0.0857142857142857,70,16,54,0.228571428571429,70,0,6,73,0.0759493670886076,79,20,59,0.253164556962025,79,0,6,78,0.0714285714285714,84,21,63,0.25,84,0,10,99,0.0917431192660551,109,28,81,0.256880733944954,109
"395",79630010,"79630010-2012-11-07",20,80,"2012-11-07","HA1",2012,"F","Adult",733.333333333333,0,0,0,10,0,10,0,10,0,10,0,5,19,0.208333333333333,24,1,23,0.0416666666666667,24,0,6,28,0.176470588235294,34,2,32,0.0588235294117647,34,0,7,53,0.116666666666667,60,9,51,0.15,60,0,9,62,0.126760563380282,71,13,58,0.183098591549296,71,0,9,65,0.121621621621622,74,14,60,0.189189189189189,74,0,10,66,0.131578947368421,76,14,62,0.184210526315789,76,0,12,71,0.144578313253012,83,16,67,0.192771084337349,83,0,12,74,0.13953488372093,86,19,67,0.22093023255814,86,0,14,99,0.123893805309735,113,26,87,0.230088495575221,113
"432",79782524,"79782524-2012-11-21",100,100,"2012-11-21","HA1",2012,"F","Adult",3.2258064516129,1,0,2,8,0.2,10,0,10,0,10,0,2,9,0.181818181818182,11,0,11,0,11,0,2,16,0.111111111111111,18,0,18,0,18,0,3,20,0.130434782608696,23,2,21,0.0869565217391304,23,0,4,21,0.16,25,3,22,0.12,25,0,4,27,0.129032258064516,31,5,26,0.161290322580645,31,0,4,34,0.105263157894737,38,6,32,0.157894736842105,38,0,4,39,0.0930232558139535,43,8,35,0.186046511627907,43,0,4,43,0.0851063829787234,47,8,39,0.170212765957447,47,0,5,58,0.0793650793650794,63,15,48,0.238095238095238,63
"541",66815612,"66815612-2012-08-15",100,90,"2012-08-15","HA1",2012,"F","Adult",5082.35294117647,0,0,0,3,0,3,1,2,0.333333333333333,3,0,0,4,0,4,2,2,0.5,4,0,0,7,0,7,2,5,0.285714285714286,7,0,2,9,0.181818181818182,11,3,8,0.272727272727273,11,0,2,11,0.153846153846154,13,3,10,0.230769230769231,13,0,3,12,0.2,15,5,10,0.333333333333333,15,0,3,13,0.1875,16,6,10,0.375,16,0,3,14,0.176470588235294,17,6,11,0.352941176470588,17,0,5,14,0.263157894736842,19,6,13,0.315789473684211,19,0,6,22,0.214285714285714,28,9,19,0.321428571428571,28
"627",66879360,"66879360-2012-09-25",30,100,"2012-09-25","HA1",2012,"F","NotAdult",88,0,0,1,13,0.0714285714285714,14,3,11,0.214285714285714,14,0,1,14,0.0666666666666667,15,4,11,0.266666666666667,15,0,3,16,0.157894736842105,19,4,15,0.210526315789474,19,0,3,19,0.136363636363636,22,5,17,0.227272727272727,22,0,4,24,0.142857142857143,28,6,22,0.214285714285714,28,0,4,33,0.108108108108108,37,10,27,0.27027027027027,37,0,4,38,0.0952380952380952,42,13,29,0.30952380952381,42,0,6,45,0.117647058823529,51,17,34,0.333333333333333,51,0,6,46,0.115384615384615,52,17,35,0.326923076923077,52,0,10,57,0.149253731343284,67,19,48,0.283582089552239,67
"769",79613616,"79613616-2012-10-10",70,50,"2012-10-10","HA1",2012,"F","Adult",13200,0,0,2,3,0.4,5,3,2,0.6,5,0,5,6,0.454545454545455,11,6,5,0.545454545454545,11,0,5,12,0.294117647058824,17,9,8,0.529411764705882,17,0,6,23,0.206896551724138,29,13,16,0.448275862068966,29,0,12,26,0.315789473684211,38,16,22,0.421052631578947,38,0,12,31,0.27906976744186,43,18,25,0.418604651162791,43,0,15,52,0.223880597014925,67,24,43,0.358208955223881,67,0,20,64,0.238095238095238,84,26,58,0.30952380952381,84,0,20,71,0.21978021978022,91,27,64,0.296703296703297,91,0,24,113,0.175182481751825,137,39,98,0.284671532846715,137
"785",79618812,"79618812-2012-08-29",90,70,"2012-08-29","HA1",2012,"M","Adult",11845.1612903226,1,0,0,5,0,5,2,3,0.4,5,0,0,10,0,10,4,6,0.4,10,0,0,12,0,12,5,7,0.416666666666667,12,0,0,19,0,19,9,10,0.473684210526316,19,0,2,20,0.0909090909090909,22,11,11,0.5,22,0,2,21,0.0869565217391304,23,11,12,0.478260869565217,23,0,4,23,0.148148148148148,27,12,15,0.444444444444444,27,0,6,26,0.1875,32,14,18,0.4375,32,0,6,27,0.181818181818182,33,14,19,0.424242424242424,33,0,8,38,0.173913043478261,46,17,29,0.369565217391304,46
"786",79618812,"79618812-2012-08-30",70,60,"2012-08-30","HA1",2012,"M","Adult",131.884057971014,1,0,1,2,0.333333333333333,3,0,3,0,3,0,1,5,0.166666666666667,6,3,3,0.5,6,0,1,6,0.142857142857143,7,4,3,0.571428571428571,7,0,2,11,0.153846153846154,13,9,4,0.692307692307692,13,0,2,18,0.1,20,10,10,0.5,20,0,3,21,0.125,24,12,12,0.5,24,0,6,28,0.176470588235294,34,14,20,0.411764705882353,34,0,6,37,0.13953488372093,43,18,25,0.418604651162791,43,0,6,39,0.133333333333333,45,19,26,0.422222222222222,45,0,14,60,0.189189189189189,74,23,51,0.310810810810811,74
"831",79631102,"79631102-2012-12-20",20,10,"2012-12-20","HA1",2012,"F","Adult",62.135922330097,1,0,4,8,0.333333333333333,12,1,11,0.0833333333333333,12,0,10,13,0.434782608695652,23,2,21,0.0869565217391304,23,0,14,18,0.4375,32,2,30,0.0625,32,0,18,23,0.439024390243902,41,3,38,0.0731707317073171,41,0,22,23,0.488888888888889,45,3,42,0.0666666666666667,45,0,22,24,0.478260869565217,46,3,43,0.0652173913043478,46,0,25,27,0.480769230769231,52,4,48,0.0769230769230769,52,0,25,31,0.446428571428571,56,4,52,0.0714285714285714,56,0,29,35,0.453125,64,5,59,0.078125,64,0,32,43,0.426666666666667,75,5,70,0.0666666666666667,75
"836",79632292,"79632292-2012-10-09",40,10,"2012-10-09","HA1",2012,"M","Adult",1527.27272727273,1,0,1,2,0.333333333333333,3,1,2,0.333333333333333,3,0,3,12,0.2,15,3,12,0.2,15,0,4,17,0.19047619047619,21,4,17,0.19047619047619,21,0,7,23,0.233333333333333,30,5,25,0.166666666666667,30,0,7,25,0.21875,32,5,27,0.15625,32,0,7,28,0.2,35,5,30,0.142857142857143,35,0,8,39,0.170212765957447,47,5,42,0.106382978723404,47,0,9,42,0.176470588235294,51,6,45,0.117647058823529,51,0,9,46,0.163636363636364,55,7,48,0.127272727272727,55,0,13,75,0.147727272727273,88,15,73,0.170454545454545,88
"951",84587833,"84587833-2012-08-29",90,60,"2012-08-29","HA1",2012,"F","Adult",31.25,0,0,0,4,0,4,2,2,0.5,4,0,0,7,0,7,4,3,0.571428571428571,7,0,0,10,0,10,4,6,0.4,10,0,1,14,0.0666666666666667,15,6,9,0.4,15,0,1,14,0.0666666666666667,15,6,9,0.4,15,0,1,16,0.0588235294117647,17,7,10,0.411764705882353,17,0,2,22,0.0833333333333333,24,10,14,0.416666666666667,24,0,3,24,0.111111111111111,27,13,14,0.481481481481481,27,0,3,25,0.107142857142857,28,13,15,0.464285714285714,28,0,8,43,0.156862745098039,51,18,33,0.352941176470588,51
